index	image_idx	cell_idx	row	col	shape	color
93895	10432	7	2	1	square	blue
93896	10432	8	2	2	square	green
93897	10433	0	0	0	triangle	red
93898	10433	1	0	1	none	none
93899	10433	2	0	2	none	none
93900	10433	3	1	0	none	none
93901	10433	4	1	1	square	blue
93902	10433	5	1	2	square	blue
93903	10433	6	2	0	triangle	green
93904	10433	7	2	1	circle	green
93905	10433	8	2	2	square	green
93906	10434	0	0	0	square	red
93907	10434	1	0	1	square	red
93908	10434	2	0	2	none	none
93909	10434	3	1	0	none	none
93910	10434	4	1	1	square	blue
93911	10434	5	1	2	circle	red
93912	10434	6	2	0	none	none
93913	10434	7	2	1	square	blue
93914	10434	8	2	2	triangle	blue
93915	10435	0	0	0	none	none
93916	10435	1	0	1	square	blue
93917	10435	2	0	2	triangle	red
93918	10435	3	1	0	none	none
93919	10435	4	1	1	square	green
93920	10435	5	1	2	triangle	green
93921	10435	6	2	0	square	green
93922	10435	7	2	1	circle	green
93923	10435	8	2	2	none	none
93924	10436	0	0	0	circle	blue
93925	10436	1	0	1	none	none
93926	10436	2	0	2	none	none
93927	10436	3	1	0	square	red
93928	10436	4	1	1	square	blue
93929	10436	5	1	2	square	red
93930	10436	6	2	0	square	green
93931	10436	7	2	1	triangle	green
93932	10436	8	2	2	square	green
93933	10437	0	0	0	circle	green
93934	10437	1	0	1	square	green
93935	10437	2	0	2	circle	blue
93936	10437	3	1	0	none	none
93937	10437	4	1	1	square	green
93938	10437	5	1	2	none	none
93939	10437	6	2	0	none	none
93940	10437	7	2	1	triangle	green
93941	10437	8	2	2	none	none
93942	10438	0	0	0	square	blue
93943	10438	1	0	1	circle	blue
93944	10438	2	0	2	none	none
93945	10438	3	1	0	none	none
93946	10438	4	1	1	square	blue
93947	10438	5	1	2	square	green
93948	10438	6	2	0	square	blue
93949	10438	7	2	1	triangle	green
93950	10438	8	2	2	triangle	blue
93951	10439	0	0	0	square	red
93952	10439	1	0	1	triangle	green
93953	10439	2	0	2	none	none
93954	10439	3	1	0	triangle	red
93955	10439	4	1	1	square	red
93956	10439	5	1	2	square	red
93957	10439	6	2	0	square	green
93958	10439	7	2	1	circle	blue
93959	10439	8	2	2	square	blue
93960	10440	0	0	0	none	none
93961	10440	1	0	1	square	red
93962	10440	2	0	2	square	blue
93963	10440	3	1	0	none	none
93964	10440	4	1	1	circle	red
93965	10440	5	1	2	square	red
93966	10440	6	2	0	square	blue
93967	10440	7	2	1	square	red
93968	10440	8	2	2	square	red
93969	10441	0	0	0	circle	red
93970	10441	1	0	1	square	red
93971	10441	2	0	2	none	none
93972	10441	3	1	0	triangle	red
93973	10441	4	1	1	square	green
93974	10441	5	1	2	none	none
93975	10441	6	2	0	square	blue
93976	10441	7	2	1	none	none
93977	10441	8	2	2	square	red
93978	10442	0	0	0	triangle	blue
93979	10442	1	0	1	none	none
93980	10442	2	0	2	circle	red
93981	10442	3	1	0	none	none
93982	10442	4	1	1	triangle	blue
93983	10442	5	1	2	square	blue
93984	10442	6	2	0	square	blue
93985	10442	7	2	1	none	none
93986	10442	8	2	2	square	green
93987	10443	0	0	0	square	red
93988	10443	1	0	1	square	red
93989	10443	2	0	2	none	none
93990	10443	3	1	0	square	red
93991	10443	4	1	1	circle	blue
93992	10443	5	1	2	square	red
93993	10443	6	2	0	none	none
93994	10443	7	2	1	circle	blue
93995	10443	8	2	2	square	blue
93996	10444	0	0	0	square	green
93997	10444	1	0	1	square	green
93998	10444	2	0	2	square	blue
93999	10444	3	1	0	triangle	blue
94000	10444	4	1	1	square	red
94001	10444	5	1	2	triangle	green
94002	10444	6	2	0	triangle	blue
94003	10444	7	2	1	none	none
94004	10444	8	2	2	square	green
94005	10445	0	0	0	none	none
94006	10445	1	0	1	square	green
94007	10445	2	0	2	triangle	red
94008	10445	3	1	0	circle	red
94009	10445	4	1	1	square	green
94010	10445	5	1	2	square	green
94011	10445	6	2	0	square	green
94012	10445	7	2	1	circle	blue
94013	10445	8	2	2	square	blue
94014	10446	0	0	0	square	green
94015	10446	1	0	1	square	green
94016	10446	2	0	2	circle	red
94017	10446	3	1	0	triangle	red
94018	10446	4	1	1	square	blue
94019	10446	5	1	2	square	red
94020	10446	6	2	0	circle	red
94021	10446	7	2	1	none	none
94022	10446	8	2	2	square	red
94023	10447	0	0	0	square	green
94024	10447	1	0	1	square	red
94025	10447	2	0	2	square	green
94026	10447	3	1	0	triangle	green
94027	10447	4	1	1	square	blue
94028	10447	5	1	2	square	blue
94029	10447	6	2	0	square	blue
94030	10447	7	2	1	square	red
94031	10447	8	2	2	triangle	green
94032	10448	0	0	0	square	green
94033	10448	1	0	1	square	blue
94034	10448	2	0	2	square	blue
94035	10448	3	1	0	square	blue
94036	10448	4	1	1	none	none
94037	10448	5	1	2	none	none
94038	10448	6	2	0	square	red
94039	10448	7	2	1	circle	red
94040	10448	8	2	2	square	red
94041	10449	0	0	0	square	blue
94042	10449	1	0	1	square	blue
94043	10449	2	0	2	none	none
94044	10449	3	1	0	square	blue
94045	10449	4	1	1	triangle	red
94046	10449	5	1	2	triangle	red
94047	10449	6	2	0	square	blue
94048	10449	7	2	1	square	red
94049	10449	8	2	2	triangle	blue
94050	10450	0	0	0	triangle	blue
94051	10450	1	0	1	none	none
94052	10450	2	0	2	square	red
94053	10450	3	1	0	square	red
94054	10450	4	1	1	square	red
94055	10450	5	1	2	circle	blue
94056	10450	6	2	0	triangle	blue
94057	10450	7	2	1	circle	green
94058	10450	8	2	2	circle	red
94059	10451	0	0	0	square	green
94060	10451	1	0	1	square	green
94061	10451	2	0	2	square	green
94062	10451	3	1	0	square	blue
94063	10451	4	1	1	triangle	green
94064	10451	5	1	2	triangle	green
94065	10451	6	2	0	square	green
94066	10451	7	2	1	square	red
94067	10451	8	2	2	triangle	blue
94068	10452	0	0	0	square	blue
94069	10452	1	0	1	square	blue
94070	10452	2	0	2	square	blue
94071	10452	3	1	0	triangle	red
94072	10452	4	1	1	circle	red
94073	10452	5	1	2	circle	red
94074	10452	6	2	0	square	red
94075	10452	7	2	1	triangle	red
94076	10452	8	2	2	square	red
94077	10453	0	0	0	triangle	green
94078	10453	1	0	1	square	blue
94079	10453	2	0	2	square	blue
94080	10453	3	1	0	triangle	blue
94081	10453	4	1	1	triangle	blue
94082	10453	5	1	2	square	green
94083	10453	6	2	0	none	none
94084	10453	7	2	1	circle	red
94085	10453	8	2	2	circle	blue
94086	10454	0	0	0	triangle	red
94087	10454	1	0	1	circle	green
94088	10454	2	0	2	triangle	red
94089	10454	3	1	0	triangle	green
94090	10454	4	1	1	square	red
94091	10454	5	1	2	square	green
94092	10454	6	2	0	circle	red
94093	10454	7	2	1	triangle	red
94094	10454	8	2	2	square	red
94095	10455	0	0	0	square	blue
94096	10455	1	0	1	circle	red
94097	10455	2	0	2	circle	blue
94098	10455	3	1	0	square	green
94099	10455	4	1	1	square	blue
94100	10455	5	1	2	none	none
94101	10455	6	2	0	circle	blue
94102	10455	7	2	1	none	none
94103	10455	8	2	2	square	green
94104	10456	0	0	0	square	green
94105	10456	1	0	1	square	red
94106	10456	2	0	2	square	blue
94107	10456	3	1	0	square	blue
94108	10456	4	1	1	square	blue
94109	10456	5	1	2	triangle	blue
94110	10456	6	2	0	square	red
94111	10456	7	2	1	square	red
94112	10456	8	2	2	square	red
94113	10457	0	0	0	square	blue
94114	10457	1	0	1	none	none
94115	10457	2	0	2	square	red
94116	10457	3	1	0	square	red
94117	10457	4	1	1	square	red
94118	10457	5	1	2	circle	red
94119	10457	6	2	0	square	red
94120	10457	7	2	1	none	none
94121	10457	8	2	2	square	green
94122	10458	0	0	0	square	red
94123	10458	1	0	1	circle	red
94124	10458	2	0	2	square	blue
94125	10458	3	1	0	square	green
94126	10458	4	1	1	none	none
94127	10458	5	1	2	circle	green
94128	10458	6	2	0	none	none
94129	10458	7	2	1	square	red
94130	10458	8	2	2	triangle	green
94131	10459	0	0	0	square	blue
94132	10459	1	0	1	none	none
94133	10459	2	0	2	triangle	red
94134	10459	3	1	0	square	green
94135	10459	4	1	1	triangle	green
94136	10459	5	1	2	circle	blue
94137	10459	6	2	0	square	red
94138	10459	7	2	1	none	none
94139	10459	8	2	2	square	red
94140	10460	0	0	0	square	blue
94141	10460	1	0	1	square	blue
94142	10460	2	0	2	square	green
94143	10460	3	1	0	square	red
94144	10460	4	1	1	circle	red
94145	10460	5	1	2	none	none
94146	10460	6	2	0	circle	red
94147	10460	7	2	1	circle	red
94148	10460	8	2	2	circle	green
94149	10461	0	0	0	circle	blue
94150	10461	1	0	1	none	none
94151	10461	2	0	2	square	blue
94152	10461	3	1	0	none	none
94153	10461	4	1	1	square	red
94154	10461	5	1	2	none	none
94155	10461	6	2	0	circle	green
94156	10461	7	2	1	square	green
94157	10461	8	2	2	square	red
94158	10462	0	0	0	circle	green
94159	10462	1	0	1	none	none
94160	10462	2	0	2	circle	blue
94161	10462	3	1	0	triangle	red
94162	10462	4	1	1	square	blue
94163	10462	5	1	2	square	blue
94164	10462	6	2	0	none	none
94165	10462	7	2	1	none	none
94166	10462	8	2	2	circle	red
94167	10463	0	0	0	circle	red
94168	10463	1	0	1	triangle	red
94169	10463	2	0	2	square	blue
94170	10463	3	1	0	none	none
94171	10463	4	1	1	circle	red
94172	10463	5	1	2	triangle	green
94173	10463	6	2	0	none	none
94174	10463	7	2	1	square	blue
94175	10463	8	2	2	triangle	blue
94176	10464	0	0	0	square	blue
94177	10464	1	0	1	square	red
94178	10464	2	0	2	square	blue
94179	10464	3	1	0	none	none
94180	10464	4	1	1	none	none
94181	10464	5	1	2	square	blue
94182	10464	6	2	0	circle	red
94183	10464	7	2	1	square	blue
94184	10464	8	2	2	square	green
94185	10465	0	0	0	square	red
94186	10465	1	0	1	square	green
94187	10465	2	0	2	square	red
94188	10465	3	1	0	triangle	blue
94189	10465	4	1	1	square	red
94190	10465	5	1	2	triangle	blue
94191	10465	6	2	0	square	green
94192	10465	7	2	1	circle	blue
94193	10465	8	2	2	none	none
94194	10466	0	0	0	square	red
94195	10466	1	0	1	square	blue
94196	10466	2	0	2	square	red
94197	10466	3	1	0	square	green
94198	10466	4	1	1	square	red
94199	10466	5	1	2	circle	green
94200	10466	6	2	0	circle	blue
94201	10466	7	2	1	circle	red
94202	10466	8	2	2	square	red
94203	10467	0	0	0	square	red
94204	10467	1	0	1	none	none
94205	10467	2	0	2	square	red
94206	10467	3	1	0	none	none
94207	10467	4	1	1	none	none
94208	10467	5	1	2	square	blue
94209	10467	6	2	0	square	red
94210	10467	7	2	1	circle	green
94211	10467	8	2	2	circle	green
94212	10468	0	0	0	square	red
94213	10468	1	0	1	triangle	red
94214	10468	2	0	2	circle	blue
94215	10468	3	1	0	square	green
94216	10468	4	1	1	square	red
94217	10468	5	1	2	square	blue
94218	10468	6	2	0	square	red
94219	10468	7	2	1	none	none
94220	10468	8	2	2	triangle	green
94221	10469	0	0	0	none	none
94222	10469	1	0	1	circle	red
94223	10469	2	0	2	square	blue
94224	10469	3	1	0	triangle	blue
94225	10469	4	1	1	triangle	blue
94226	10469	5	1	2	none	none
94227	10469	6	2	0	triangle	green
94228	10469	7	2	1	none	none
94229	10469	8	2	2	square	blue
94230	10470	0	0	0	square	blue
94231	10470	1	0	1	triangle	red
94232	10470	2	0	2	square	blue
94233	10470	3	1	0	square	blue
94234	10470	4	1	1	circle	red
94235	10470	5	1	2	square	green
94236	10470	6	2	0	square	green
94237	10470	7	2	1	circle	red
94238	10470	8	2	2	circle	red
94239	10471	0	0	0	square	green
94240	10471	1	0	1	square	red
94241	10471	2	0	2	none	none
94242	10471	3	1	0	triangle	red
94243	10471	4	1	1	square	blue
94244	10471	5	1	2	none	none
94245	10471	6	2	0	square	green
94246	10471	7	2	1	square	green
94247	10471	8	2	2	triangle	red
94248	10472	0	0	0	none	none
94249	10472	1	0	1	square	green
94250	10472	2	0	2	square	red
94251	10472	3	1	0	triangle	green
94252	10472	4	1	1	square	red
94253	10472	5	1	2	square	blue
94254	10472	6	2	0	square	red
94255	10472	7	2	1	square	red
94256	10472	8	2	2	triangle	green
94257	10473	0	0	0	square	blue
94258	10473	1	0	1	square	blue
94259	10473	2	0	2	circle	green
94260	10473	3	1	0	none	none
94261	10473	4	1	1	none	none
94262	10473	5	1	2	none	none
94263	10473	6	2	0	square	blue
94264	10473	7	2	1	square	green
94265	10473	8	2	2	none	none
94266	10474	0	0	0	square	red
94267	10474	1	0	1	square	red
94268	10474	2	0	2	triangle	red
94269	10474	3	1	0	square	blue
94270	10474	4	1	1	square	red
94271	10474	5	1	2	triangle	green
94272	10474	6	2	0	square	red
94273	10474	7	2	1	square	red
94274	10474	8	2	2	square	red
94275	10475	0	0	0	square	blue
94276	10475	1	0	1	none	none
94277	10475	2	0	2	none	none
94278	10475	3	1	0	square	red
94279	10475	4	1	1	square	green
94280	10475	5	1	2	none	none
94281	10475	6	2	0	square	blue
94282	10475	7	2	1	square	blue
94283	10475	8	2	2	triangle	green
94284	10476	0	0	0	triangle	green
94285	10476	1	0	1	square	red
94286	10476	2	0	2	square	red
94287	10476	3	1	0	square	green
94288	10476	4	1	1	square	blue
94289	10476	5	1	2	none	none
94290	10476	6	2	0	triangle	red
94291	10476	7	2	1	square	blue
94292	10476	8	2	2	none	none
94293	10477	0	0	0	circle	red
94294	10477	1	0	1	square	green
94295	10477	2	0	2	square	red
94296	10477	3	1	0	square	blue
94297	10477	4	1	1	circle	green
94298	10477	5	1	2	triangle	red
94299	10477	6	2	0	none	none
94300	10477	7	2	1	circle	red
94301	10477	8	2	2	circle	blue
94302	10478	0	0	0	none	none
94303	10478	1	0	1	square	red
94304	10478	2	0	2	square	blue
94305	10478	3	1	0	none	none
94306	10478	4	1	1	square	red
94307	10478	5	1	2	none	none
94308	10478	6	2	0	square	red
94309	10478	7	2	1	square	blue
94310	10478	8	2	2	none	none
94311	10479	0	0	0	triangle	green
94312	10479	1	0	1	none	none
94313	10479	2	0	2	none	none
94314	10479	3	1	0	square	red
94315	10479	4	1	1	square	green
94316	10479	5	1	2	square	blue
94317	10479	6	2	0	square	blue
94318	10479	7	2	1	square	green
94319	10479	8	2	2	circle	green
94320	10480	0	0	0	square	red
94321	10480	1	0	1	square	green
94322	10480	2	0	2	circle	red
94323	10480	3	1	0	triangle	blue
94324	10480	4	1	1	none	none
94325	10480	5	1	2	none	none
94326	10480	6	2	0	none	none
94327	10480	7	2	1	circle	green
94328	10480	8	2	2	triangle	red
94329	10481	0	0	0	triangle	blue
94330	10481	1	0	1	none	none
94331	10481	2	0	2	square	red
94332	10481	3	1	0	square	blue
94333	10481	4	1	1	square	red
94334	10481	5	1	2	triangle	red
94335	10481	6	2	0	square	blue
94336	10481	7	2	1	none	none
94337	10481	8	2	2	square	red
94338	10482	0	0	0	circle	green
94339	10482	1	0	1	none	none
94340	10482	2	0	2	square	blue
94341	10482	3	1	0	circle	blue
94342	10482	4	1	1	circle	blue
94343	10482	5	1	2	triangle	blue
94344	10482	6	2	0	none	none
94345	10482	7	2	1	none	none
94346	10482	8	2	2	square	green
94347	10483	0	0	0	none	none
94348	10483	1	0	1	none	none
94349	10483	2	0	2	square	blue
94350	10483	3	1	0	triangle	red
94351	10483	4	1	1	triangle	blue
94352	10483	5	1	2	square	blue
94353	10483	6	2	0	square	green
94354	10483	7	2	1	square	red
94355	10483	8	2	2	square	blue
94356	10484	0	0	0	triangle	blue
94357	10484	1	0	1	none	none
94358	10484	2	0	2	square	red
94359	10484	3	1	0	none	none
94360	10484	4	1	1	none	none
94361	10484	5	1	2	square	red
94362	10484	6	2	0	none	none
94363	10484	7	2	1	triangle	green
94364	10484	8	2	2	square	red
94365	10485	0	0	0	square	green
94366	10485	1	0	1	square	green
94367	10485	2	0	2	square	green
94368	10485	3	1	0	square	red
94369	10485	4	1	1	none	none
94370	10485	5	1	2	square	red
94371	10485	6	2	0	square	green
94372	10485	7	2	1	triangle	blue
94373	10485	8	2	2	square	red
94374	10486	0	0	0	triangle	red
94375	10486	1	0	1	square	blue
94376	10486	2	0	2	square	green
94377	10486	3	1	0	square	blue
94378	10486	4	1	1	triangle	green
94379	10486	5	1	2	circle	green
94380	10486	6	2	0	none	none
94381	10486	7	2	1	circle	red
94382	10486	8	2	2	triangle	green
94383	10487	0	0	0	none	none
94384	10487	1	0	1	square	blue
94385	10487	2	0	2	square	red
94386	10487	3	1	0	none	none
94387	10487	4	1	1	circle	red
94388	10487	5	1	2	square	red
94389	10487	6	2	0	triangle	red
94390	10487	7	2	1	circle	red
94391	10487	8	2	2	circle	red
94392	10488	0	0	0	triangle	green
94393	10488	1	0	1	circle	blue
94394	10488	2	0	2	square	blue
94395	10488	3	1	0	none	none
94396	10488	4	1	1	triangle	red
94397	10488	5	1	2	square	red
94398	10488	6	2	0	square	blue
94399	10488	7	2	1	triangle	red
94400	10488	8	2	2	square	green
94401	10489	0	0	0	square	red
94402	10489	1	0	1	square	red
94403	10489	2	0	2	square	green
94404	10489	3	1	0	circle	blue
94405	10489	4	1	1	square	red
94406	10489	5	1	2	none	none
94407	10489	6	2	0	square	green
94408	10489	7	2	1	square	red
94409	10489	8	2	2	circle	blue
94410	10490	0	0	0	circle	red
94411	10490	1	0	1	square	green
94412	10490	2	0	2	none	none
94413	10490	3	1	0	square	red
94414	10490	4	1	1	square	green
94415	10490	5	1	2	square	blue
94416	10490	6	2	0	triangle	green
94417	10490	7	2	1	square	blue
94418	10490	8	2	2	square	green
94419	10491	0	0	0	triangle	green
94420	10491	1	0	1	none	none
94421	10491	2	0	2	circle	green
94422	10491	3	1	0	none	none
94423	10491	4	1	1	triangle	red
94424	10491	5	1	2	square	green
94425	10491	6	2	0	triangle	red
94426	10491	7	2	1	none	none
94427	10491	8	2	2	square	red
94428	10492	0	0	0	square	green
94429	10492	1	0	1	none	none
94430	10492	2	0	2	square	red
94431	10492	3	1	0	none	none
94432	10492	4	1	1	square	red
94433	10492	5	1	2	triangle	green
94434	10492	6	2	0	square	red
94435	10492	7	2	1	triangle	blue
94436	10492	8	2	2	square	green
94437	10493	0	0	0	triangle	blue
94438	10493	1	0	1	square	red
94439	10493	2	0	2	square	green
94440	10493	3	1	0	square	blue
94441	10493	4	1	1	square	red
94442	10493	5	1	2	square	red
94443	10493	6	2	0	square	green
94444	10493	7	2	1	square	red
94445	10493	8	2	2	circle	blue
94446	10494	0	0	0	none	none
94447	10494	1	0	1	none	none
94448	10494	2	0	2	square	red
94449	10494	3	1	0	square	blue
94450	10494	4	1	1	circle	blue
94451	10494	5	1	2	square	red
94452	10494	6	2	0	none	none
94453	10494	7	2	1	triangle	red
94454	10494	8	2	2	square	blue
94455	10495	0	0	0	square	blue
94456	10495	1	0	1	square	green
94457	10495	2	0	2	none	none
94458	10495	3	1	0	none	none
94459	10495	4	1	1	square	red
94460	10495	5	1	2	circle	blue
94461	10495	6	2	0	circle	green
94462	10495	7	2	1	square	green
94463	10495	8	2	2	square	blue
94464	10496	0	0	0	none	none
94465	10496	1	0	1	square	green
94466	10496	2	0	2	square	green
94467	10496	3	1	0	square	red
94468	10496	4	1	1	square	blue
94469	10496	5	1	2	triangle	blue
94470	10496	6	2	0	triangle	green
94471	10496	7	2	1	triangle	blue
94472	10496	8	2	2	triangle	green
94473	10497	0	0	0	none	none
94474	10497	1	0	1	circle	blue
94475	10497	2	0	2	triangle	blue
94476	10497	3	1	0	circle	red
94477	10497	4	1	1	none	none
94478	10497	5	1	2	circle	green
94479	10497	6	2	0	square	blue
94480	10497	7	2	1	square	green
94481	10497	8	2	2	none	none
94482	10498	0	0	0	square	red
94483	10498	1	0	1	triangle	blue
94484	10498	2	0	2	square	blue
94485	10498	3	1	0	square	green
94486	10498	4	1	1	square	green
94487	10498	5	1	2	triangle	green
94488	10498	6	2	0	square	blue
94489	10498	7	2	1	square	blue
94490	10498	8	2	2	triangle	red
94491	10499	0	0	0	square	green
94492	10499	1	0	1	none	none
94493	10499	2	0	2	square	blue
94494	10499	3	1	0	none	none
94495	10499	4	1	1	triangle	blue
94496	10499	5	1	2	triangle	red
94497	10499	6	2	0	triangle	green
94498	10499	7	2	1	square	green
94499	10499	8	2	2	circle	red
94500	10500	0	0	0	circle	red
94501	10500	1	0	1	none	none
94502	10500	2	0	2	triangle	red
94503	10500	3	1	0	none	none
94504	10500	4	1	1	circle	red
94505	10500	5	1	2	square	blue
94506	10500	6	2	0	circle	green
94507	10500	7	2	1	triangle	red
94508	10500	8	2	2	square	red
94509	10501	0	0	0	square	blue
94510	10501	1	0	1	square	red
94511	10501	2	0	2	square	blue
94512	10501	3	1	0	square	green
94513	10501	4	1	1	triangle	blue
94514	10501	5	1	2	square	green
94515	10501	6	2	0	square	blue
94516	10501	7	2	1	square	red
94517	10501	8	2	2	square	red
94518	10502	0	0	0	square	red
94519	10502	1	0	1	square	green
94520	10502	2	0	2	triangle	red
94521	10502	3	1	0	square	green
94522	10502	4	1	1	none	none
94523	10502	5	1	2	triangle	red
94524	10502	6	2	0	square	red
94525	10502	7	2	1	triangle	red
94526	10502	8	2	2	square	green
94527	10503	0	0	0	square	red
94528	10503	1	0	1	square	red
94529	10503	2	0	2	square	blue
94530	10503	3	1	0	triangle	green
94531	10503	4	1	1	square	blue
94532	10503	5	1	2	square	red
94533	10503	6	2	0	square	green
94534	10503	7	2	1	none	none
94535	10503	8	2	2	square	red
94536	10504	0	0	0	none	none
94537	10504	1	0	1	square	green
94538	10504	2	0	2	square	red
94539	10504	3	1	0	none	none
94540	10504	4	1	1	square	blue
94541	10504	5	1	2	triangle	red
94542	10504	6	2	0	circle	blue
94543	10504	7	2	1	square	blue
94544	10504	8	2	2	circle	green
94545	10505	0	0	0	none	none
94546	10505	1	0	1	square	red
94547	10505	2	0	2	triangle	green
94548	10505	3	1	0	square	red
94549	10505	4	1	1	circle	blue
94550	10505	5	1	2	circle	red
94551	10505	6	2	0	square	blue
94552	10505	7	2	1	triangle	red
94553	10505	8	2	2	triangle	red
94554	10506	0	0	0	square	red
94555	10506	1	0	1	square	red
94556	10506	2	0	2	circle	red
94557	10506	3	1	0	none	none
94558	10506	4	1	1	square	red
94559	10506	5	1	2	none	none
94560	10506	6	2	0	none	none
94561	10506	7	2	1	triangle	green
94562	10506	8	2	2	circle	red
94563	10507	0	0	0	triangle	red
94564	10507	1	0	1	triangle	red
94565	10507	2	0	2	circle	red
94566	10507	3	1	0	circle	green
94567	10507	4	1	1	square	red
94568	10507	5	1	2	none	none
94569	10507	6	2	0	square	green
94570	10507	7	2	1	square	green
94571	10507	8	2	2	circle	green
94572	10508	0	0	0	none	none
94573	10508	1	0	1	square	red
94574	10508	2	0	2	none	none
94575	10508	3	1	0	square	green
94576	10508	4	1	1	triangle	red
94577	10508	5	1	2	square	green
94578	10508	6	2	0	square	blue
94579	10508	7	2	1	square	blue
94580	10508	8	2	2	square	green
94581	10509	0	0	0	square	red
94582	10509	1	0	1	square	blue
94583	10509	2	0	2	triangle	blue
94584	10509	3	1	0	circle	green
94585	10509	4	1	1	circle	green
94586	10509	5	1	2	circle	red
94587	10509	6	2	0	square	red
94588	10509	7	2	1	square	green
94589	10509	8	2	2	circle	green
94590	10510	0	0	0	circle	blue
94591	10510	1	0	1	none	none
94592	10510	2	0	2	square	red
94593	10510	3	1	0	circle	red
94594	10510	4	1	1	triangle	green
94595	10510	5	1	2	square	green
94596	10510	6	2	0	square	red
94597	10510	7	2	1	square	green
94598	10510	8	2	2	square	blue
94599	10511	0	0	0	triangle	green
94600	10511	1	0	1	square	green
94601	10511	2	0	2	square	blue
94602	10511	3	1	0	square	blue
94603	10511	4	1	1	triangle	blue
94604	10511	5	1	2	none	none
94605	10511	6	2	0	square	red
94606	10511	7	2	1	none	none
94607	10511	8	2	2	square	blue
94608	10512	0	0	0	triangle	red
94609	10512	1	0	1	none	none
94610	10512	2	0	2	triangle	blue
94611	10512	3	1	0	triangle	red
94612	10512	4	1	1	triangle	blue
94613	10512	5	1	2	none	none
94614	10512	6	2	0	none	none
94615	10512	7	2	1	square	blue
94616	10512	8	2	2	square	red
94617	10513	0	0	0	square	green
94618	10513	1	0	1	triangle	green
94619	10513	2	0	2	square	red
94620	10513	3	1	0	square	red
94621	10513	4	1	1	circle	red
94622	10513	5	1	2	triangle	red
94623	10513	6	2	0	square	green
94624	10513	7	2	1	triangle	green
94625	10513	8	2	2	circle	red
94626	10514	0	0	0	square	green
94627	10514	1	0	1	none	none
94628	10514	2	0	2	square	blue
94629	10514	3	1	0	square	blue
94630	10514	4	1	1	square	red
94631	10514	5	1	2	none	none
94632	10514	6	2	0	circle	green
94633	10514	7	2	1	triangle	blue
94634	10514	8	2	2	square	red
94635	10515	0	0	0	triangle	red
94636	10515	1	0	1	square	red
94637	10515	2	0	2	square	blue
94638	10515	3	1	0	square	blue
94639	10515	4	1	1	square	green
94640	10515	5	1	2	circle	red
94641	10515	6	2	0	square	blue
94642	10515	7	2	1	circle	blue
94643	10515	8	2	2	none	none
94644	10516	0	0	0	square	green
94645	10516	1	0	1	square	blue
94646	10516	2	0	2	circle	red
94647	10516	3	1	0	triangle	green
94648	10516	4	1	1	square	blue
94649	10516	5	1	2	square	red
94650	10516	6	2	0	none	none
94651	10516	7	2	1	square	blue
94652	10516	8	2	2	square	red
94653	10517	0	0	0	square	green
94654	10517	1	0	1	none	none
94655	10517	2	0	2	none	none
94656	10517	3	1	0	square	green
94657	10517	4	1	1	circle	red
94658	10517	5	1	2	square	red
94659	10517	6	2	0	square	blue
94660	10517	7	2	1	circle	red
94661	10517	8	2	2	square	green
94662	10518	0	0	0	circle	red
94663	10518	1	0	1	triangle	blue
94664	10518	2	0	2	square	red
94665	10518	3	1	0	none	none
94666	10518	4	1	1	square	green
94667	10518	5	1	2	none	none
94668	10518	6	2	0	square	green
94669	10518	7	2	1	square	blue
94670	10518	8	2	2	circle	blue
94671	10519	0	0	0	square	green
94672	10519	1	0	1	square	red
94673	10519	2	0	2	square	green
94674	10519	3	1	0	triangle	green
94675	10519	4	1	1	circle	blue
94676	10519	5	1	2	square	blue
94677	10519	6	2	0	triangle	blue
94678	10519	7	2	1	square	red
94679	10519	8	2	2	triangle	blue
94680	10520	0	0	0	square	red
94681	10520	1	0	1	square	blue
94682	10520	2	0	2	none	none
94683	10520	3	1	0	square	red
94684	10520	4	1	1	triangle	blue
94685	10520	5	1	2	square	green
94686	10520	6	2	0	circle	blue
94687	10520	7	2	1	triangle	red
94688	10520	8	2	2	square	green
94689	10521	0	0	0	circle	green
94690	10521	1	0	1	square	red
94691	10521	2	0	2	triangle	blue
94692	10521	3	1	0	square	blue
94693	10521	4	1	1	square	blue
94694	10521	5	1	2	triangle	red
94695	10521	6	2	0	square	blue
94696	10521	7	2	1	square	red
94697	10521	8	2	2	none	none
94698	10522	0	0	0	triangle	red
94699	10522	1	0	1	none	none
94700	10522	2	0	2	square	red
94701	10522	3	1	0	circle	red
94702	10522	4	1	1	none	none
94703	10522	5	1	2	square	blue
94704	10522	6	2	0	square	blue
94705	10522	7	2	1	circle	blue
94706	10522	8	2	2	circle	blue
94707	10523	0	0	0	square	green
94708	10523	1	0	1	none	none
94709	10523	2	0	2	square	green
94710	10523	3	1	0	square	red
94711	10523	4	1	1	none	none
94712	10523	5	1	2	none	none
94713	10523	6	2	0	square	red
94714	10523	7	2	1	square	red
94715	10523	8	2	2	square	blue
94716	10524	0	0	0	square	blue
94717	10524	1	0	1	square	red
94718	10524	2	0	2	triangle	blue
94719	10524	3	1	0	triangle	green
94720	10524	4	1	1	square	green
94721	10524	5	1	2	square	blue
94722	10524	6	2	0	triangle	blue
94723	10524	7	2	1	square	red
94724	10524	8	2	2	square	red
94725	10525	0	0	0	square	red
94726	10525	1	0	1	square	blue
94727	10525	2	0	2	square	red
94728	10525	3	1	0	circle	red
